,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,fixed_sulfur_dioxide
261,6.2,0.31,0.26,4.8,0.037,36.0,148.0,0.9928,3.21,0.41,10.4,6,112.0
262,6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,3.39,0.64,11.5,7,84.0
263,5.8,0.4,0.22,8.3,0.032,35.0,164.0,0.9918,3.39,0.51,12.5,8,129.0
264,7.8,0.25,0.41,3.7,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,6,112.0
265,5.8,0.36,0.22,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,6,115.0
266,5.8,0.34,0.22,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,5,117.0
267,6.8,0.28,0.49,1.2,0.058,42.0,127.0,0.9934,3.09,0.44,9.1,6,85.0
268,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,100.0
269,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,99.0
270,5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,3.39,0.43,11.5,7,114.0
271,6.1,0.17,0.25,3.3,0.04,15.0,86.0,0.9934,3.39,0.59,10.1,6,71.0
272,6.0,0.17,0.24,1.2,0.041,15.0,86.0,0.9927,3.39,0.61,10.3,7,71.0
273,6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.9946,3.16,0.36,10.4,6,102.0
274,8.0,0.4,0.49,2.0,0.046,15.0,195.0,0.993,3.02,0.55,11.4,5,180.0
275,7.5,0.27,0.31,5.8,0.057,57.0,195.0,0.9946,3.18,0.59,10.5,5,138.0
276,7.9,0.26,0.41,13.0,0.04,38.0,195.0,0.9976,3.01,0.6,10.0,6,157.0
277,6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.9944,3.19,0.64,10.0,6,106.0
278,6.5,0.28,0.35,13.0,0.042,55.0,195.0,0.9978,3.23,0.5,9.6,6,140.0
279,7.2,0.21,0.41,1.3,0.036,33.0,86.0,0.992,3.17,0.51,10.4,5,53.0
280,6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,8,67.0
281,6.8,0.24,0.34,4.6,0.032,37.0,135.0,0.9927,3.2,0.39,10.6,5,98.0
282,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6,75.0
283,6.5,0.28,0.34,9.9,0.038,30.0,133.0,0.9954,3.11,0.44,9.8,5,103.0
284,5.8,0.26,0.26,5.7,0.031,15.0,86.0,0.9923,3.25,0.38,10.8,5,71.0
285,6.3,0.23,0.33,1.5,0.036,15.0,105.0,0.991,3.32,0.42,11.2,6,90.0
286,5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,3.28,0.42,9.3,6,115.0
287,5.9,0.26,0.4,1.3,0.047,15.0,139.0,0.9945,3.39,0.53,10.4,5,124.0
288,6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.9934,3.39,0.64,10.2,7,92.0
289,7.4,0.2,0.43,7.8,0.045,27.0,153.0,0.9964,3.19,0.55,9.0,7,126.0
290,8.0,0.24,0.36,1.5,0.047,17.0,129.0,0.9948,3.2,0.54,10.0,6,112.0
291,6.4,0.26,0.42,9.7,0.044,30.0,140.0,0.9962,3.18,0.47,9.1,6,110.0
292,5.8,0.31,0.47,3.0,0.053,46.0,144.0,0.9931,3.29,0.64,10.0,5,98.0
293,5.8,0.29,0.47,3.0,0.052,47.0,145.0,0.993,3.29,0.64,10.0,6,98.0
294,7.1,0.17,0.33,4.6,0.05,33.0,131.0,0.9942,3.28,0.4,9.6,6,98.0
295,5.8,0.34,0.22,1.3,0.031,20.0,86.0,0.9906,3.36,0.51,11.2,7,66.0
296,6.7,0.19,0.41,13.0,0.056,57.0,155.0,0.9978,3.2,0.44,8.8,6,98.0
297,7.8,0.18,0.46,13.0,0.052,38.0,118.0,0.9978,3.15,0.5,10.0,6,80.0
298,7.6,0.17,0.45,11.2,0.054,56.0,137.0,0.997,3.15,0.47,10.0,5,81.0
299,6.3,0.17,0.36,2.1,0.044,47.0,146.0,0.9914,3.27,0.64,11.4,7,99.0
300,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,3.03,0.36,11.9,7,106.0
301,5.8,0.335,0.3,2.5,0.058,27.0,128.0,0.9924,3.14,0.51,9.6,6,101.0
302,5.8,0.4,0.42,4.4,0.047,38.5,195.0,0.9937,3.25,0.57,9.6,6,156.5
303,7.3,0.22,0.37,13.0,0.058,48.0,191.0,0.9978,3.01,0.38,9.0,6,143.0
304,6.1,0.36,0.33,1.2,0.05,24.0,169.0,0.9927,3.15,0.64,9.5,6,145.0
305,8.0,0.2,0.39,1.4,0.05,19.0,152.0,0.994,3.01,0.42,10.4,6,133.0
306,6.9,0.24,0.34,4.7,0.04,43.0,161.0,0.9935,3.2,0.59,10.6,6,118.0
307,6.4,0.24,0.32,13.0,0.047,54.0,162.0,0.9968,3.28,0.5,10.2,6,108.0
308,7.1,0.365,0.22,1.2,0.055,24.0,86.0,0.9941,3.15,0.43,8.9,5,62.0
309,6.8,0.17,0.3,5.3,0.05,40.0,127.0,0.9942,3.39,0.39,9.7,6,87.0
310,6.8,0.17,0.4,2.3,0.037,18.0,102.0,0.9923,3.39,0.42,11.4,7,84.0
311,6.0,0.26,0.32,3.5,0.03,29.0,113.0,0.9912,3.39,0.64,12.3,7,84.0
312,6.0,0.18,0.27,1.5,0.058,40.0,143.0,0.9923,3.39,0.62,10.8,6,103.0
313,6.9,0.33,0.22,1.2,0.053,39.0,148.0,0.9927,3.12,0.45,9.4,6,109.0
314,7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.9931,3.17,0.64,10.6,6,142.0
315,7.1,0.39,0.35,12.5,0.044,26.0,86.0,0.9941,3.17,0.36,11.6,5,60.0
316,6.6,0.4,0.22,1.2,0.048,17.0,195.0,0.9934,3.34,0.56,10.0,5,178.0
317,7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.2,6,119.0
318,5.8,0.33,0.22,1.6,0.03,18.0,89.0,0.99022,3.39,0.38,12.5,7,71.0
319,6.4,0.31,0.28,1.5,0.037,15.0,119.0,0.9919,3.32,0.51,10.4,7,104.0
320,7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,3.15,0.46,10.0,7,77.0
321,5.8,0.32,0.49,2.6,0.049,17.0,155.0,0.9927,3.22,0.64,10.0,6,138.0
322,7.2,0.28,0.26,12.5,0.046,48.0,179.0,0.9975,3.1,0.52,9.0,6,131.0
323,7.5,0.35,0.28,9.6,0.051,26.0,157.0,0.9969,3.12,0.53,9.2,6,131.0
324,6.0,0.36,0.39,3.2,0.03,20.0,125.0,0.991,3.38,0.39,11.3,7,105.0
325,5.8,0.17,0.49,1.5,0.03,24.0,115.0,0.9906,3.39,0.39,10.8,7,91.0
326,6.3,0.39,0.35,5.9,0.04,57.0,195.0,0.9941,3.12,0.64,10.1,5,138.0
327,6.7,0.21,0.32,5.4,0.047,29.0,140.0,0.995,3.39,0.46,9.7,6,111.0
328,7.0,0.3,0.38,13.0,0.032,57.0,181.0,0.9978,3.18,0.61,9.3,7,124.0
329,6.5,0.36,0.32,1.2,0.031,15.0,86.0,0.9916,3.1,0.46,10.6,5,71.0
330,6.1,0.4,0.22,9.8,0.031,19.0,125.0,0.9957,3.36,0.47,10.2,6,106.0
331,7.3,0.24,0.43,2.0,0.03,20.0,86.0,0.99022,3.08,0.56,12.2,6,66.0
332,6.8,0.37,0.49,11.8,0.044,57.0,163.0,0.9976,3.19,0.44,8.8,5,106.0
333,6.8,0.27,0.22,1.3,0.04,57.0,168.0,0.992,3.18,0.41,10.0,5,111.0
334,8.0,0.28,0.42,1.8,0.031,30.0,93.0,0.9917,3.09,0.39,11.4,5,63.0
335,6.3,0.2,0.4,1.5,0.037,35.0,107.0,0.9917,3.39,0.5,11.4,6,72.0
336,5.9,0.26,0.27,13.0,0.048,52.0,168.0,0.9978,3.35,0.44,9.4,5,116.0
337,6.4,0.19,0.42,2.9,0.032,32.0,86.0,0.9908,3.3,0.41,11.7,6,54.0
338,6.1,0.35,0.22,1.4,0.058,22.0,108.0,0.9934,3.23,0.52,9.2,5,86.0
339,7.1,0.27,0.31,13.0,0.046,55.0,195.0,0.9978,3.07,0.56,8.7,5,140.0
340,6.8,0.22,0.31,6.3,0.035,33.0,170.0,0.9918,3.24,0.64,12.6,6,137.0
341,5.8,0.28,0.34,4.0,0.031,40.0,99.0,0.99022,3.39,0.39,12.8,7,59.0
342,6.9,0.4,0.24,1.2,0.049,15.0,125.0,0.9932,3.17,0.51,9.4,5,110.0
343,6.3,0.17,0.39,1.2,0.044,26.0,116.0,0.992,3.26,0.53,10.3,6,90.0
344,7.2,0.25,0.39,13.0,0.038,42.0,155.0,0.9978,3.01,0.47,9.0,6,113.0
345,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.9978,3.3,0.64,9.6,6,102.0
346,7.2,0.19,0.39,1.2,0.036,32.0,86.0,0.9918,3.16,0.5,10.5,5,54.0
347,7.4,0.21,0.27,1.2,0.041,27.0,99.0,0.9927,3.19,0.36,9.8,6,72.0
348,6.8,0.26,0.22,7.7,0.047,57.0,195.0,0.9959,3.1,0.47,9.0,5,138.0
349,7.4,0.31,0.28,1.6,0.05,33.0,137.0,0.9929,3.31,0.56,10.5,6,104.0
350,7.0,0.22,0.31,2.7,0.03,41.0,136.0,0.99022,3.16,0.37,12.7,7,95.0
351,7.0,0.21,0.28,8.7,0.045,37.0,195.0,0.9954,3.25,0.54,10.4,6,158.0
352,7.0,0.21,0.28,8.6,0.045,37.0,195.0,0.9954,3.25,0.54,10.4,6,158.0
353,6.9,0.23,0.38,8.3,0.047,47.0,162.0,0.9954,3.34,0.52,10.5,7,115.0
354,6.8,0.29,0.49,13.0,0.053,48.0,194.0,0.9974,3.09,0.45,9.4,5,146.0
355,7.8,0.21,0.27,1.2,0.051,20.0,89.0,0.9936,3.06,0.46,9.1,5,69.0
356,7.1,0.31,0.47,13.0,0.056,54.0,195.0,0.9978,3.1,0.49,9.3,5,141.0
357,6.4,0.34,0.22,1.2,0.048,19.0,86.0,0.9927,3.21,0.38,9.8,5,67.0
358,7.4,0.17,0.34,2.3,0.045,57.0,195.0,0.9934,3.18,0.61,9.9,7,138.0
359,7.2,0.4,0.22,1.5,0.058,16.0,151.0,0.9938,3.07,0.57,9.2,4,135.0
360,7.0,0.23,0.36,7.1,0.03,31.0,104.0,0.9922,3.35,0.47,12.1,8,73.0
361,6.9,0.2,0.37,6.2,0.03,24.0,97.0,0.992,3.38,0.49,12.2,7,73.0
362,6.1,0.28,0.32,2.5,0.042,23.0,195.0,0.9935,3.27,0.6,9.8,5,172.0
363,6.6,0.17,0.32,1.4,0.035,49.0,186.0,0.9906,3.35,0.64,12.4,8,137.0
364,6.2,0.35,0.22,1.2,0.058,23.0,108.0,0.9934,3.26,0.54,9.2,5,85.0
365,6.7,0.22,0.37,1.6,0.03,24.0,102.0,0.9913,3.29,0.59,11.6,7,78.0
366,6.1,0.38,0.22,6.6,0.033,25.0,137.0,0.9938,3.3,0.64,10.4,6,112.0
367,6.0,0.25,0.28,2.2,0.03,54.0,126.0,0.99022,3.39,0.64,12.9,8,72.0
368,6.6,0.4,0.44,12.2,0.048,54.0,195.0,0.9975,3.26,0.54,9.3,6,141.0
369,6.9,0.24,0.36,13.0,0.031,40.0,139.0,0.9975,3.2,0.36,11.0,6,99.0
370,7.1,0.32,0.32,11.0,0.038,16.0,86.0,0.9937,3.24,0.4,11.5,3,70.0
371,5.8,0.28,0.27,2.6,0.054,30.0,156.0,0.9914,3.39,0.42,12.4,5,126.0
372,6.5,0.4,0.24,13.0,0.048,24.0,113.0,0.9978,3.39,0.53,9.8,6,89.0
373,6.4,0.28,0.29,1.6,0.052,34.0,127.0,0.9929,3.39,0.56,10.5,7,93.0
374,7.2,0.4,0.22,9.9,0.058,21.0,174.0,0.9971,3.03,0.54,9.1,5,153.0
375,6.1,0.2,0.25,1.2,0.038,34.0,128.0,0.9921,3.24,0.44,10.1,5,94.0
376,5.9,0.4,0.22,2.7,0.042,27.0,160.0,0.9931,3.39,0.51,10.6,7,133.0
377,6.0,0.27,0.27,1.6,0.046,32.0,113.0,0.9924,3.39,0.51,10.5,7,81.0
378,6.4,0.4,0.24,13.0,0.048,24.0,113.0,0.9978,3.39,0.53,9.8,6,89.0
379,6.3,0.23,0.31,1.5,0.03,15.0,86.0,0.99022,3.3,0.4,12.9,7,71.0
380,7.1,0.21,0.27,8.6,0.056,26.0,111.0,0.9956,3.01,0.52,9.5,5,85.0
381,6.0,0.37,0.32,1.2,0.053,31.0,195.0,0.9924,3.29,0.64,9.8,6,164.0
382,6.1,0.4,0.35,9.1,0.058,57.0,195.0,0.9971,3.37,0.5,8.5,5,138.0
383,7.0,0.25,0.29,13.0,0.047,40.0,171.0,0.9978,3.22,0.45,9.3,5,131.0
384,5.9,0.25,0.22,12.4,0.047,50.0,162.0,0.9973,3.35,0.38,9.5,5,112.0
385,6.8,0.32,0.22,2.2,0.044,15.0,86.0,0.9932,3.17,0.39,9.4,6,71.0
386,7.2,0.39,0.49,11.0,0.047,57.0,178.0,0.9976,3.16,0.5,8.7,5,121.0
387,6.3,0.21,0.49,10.0,0.058,34.0,126.0,0.9962,3.01,0.46,8.9,5,92.0
388,7.0,0.17,0.32,9.0,0.039,54.0,141.0,0.9956,3.22,0.43,9.4,6,87.0
389,7.2,0.29,0.49,13.0,0.047,57.0,182.0,0.9978,3.09,0.52,9.6,5,125.0
390,8.0,0.37,0.49,12.15,0.039,21.0,158.0,0.9978,3.01,0.64,9.3,6,137.0
391,6.5,0.38,0.34,3.4,0.036,34.0,195.0,0.9937,3.14,0.64,10.0,5,161.0
392,6.6,0.24,0.29,2.0,0.03,19.0,86.0,0.99022,3.25,0.45,12.5,6,67.0
393,7.0,0.17,0.31,4.8,0.034,34.0,132.0,0.9944,3.36,0.48,9.6,7,98.0
394,5.8,0.17,0.22,4.5,0.03,30.0,102.0,0.9938,3.24,0.36,9.4,6,72.0
395,7.0,0.24,0.49,11.0,0.03,55.0,195.0,0.9965,3.03,0.61,9.5,5,140.0
396,7.4,0.28,0.36,1.2,0.03,42.0,105.0,0.99022,3.01,0.39,12.4,7,63.0
397,7.0,0.22,0.28,1.5,0.037,29.0,115.0,0.9927,3.11,0.55,10.5,6,86.0
398,7.1,0.4,0.22,1.7,0.058,21.0,165.0,0.994,3.01,0.58,9.2,6,144.0
399,6.3,0.22,0.33,1.7,0.041,57.0,164.0,0.9928,3.32,0.56,10.4,6,107.0
400,6.7,0.4,0.34,8.9,0.043,31.0,172.0,0.9964,3.22,0.6,9.2,5,141.0
401,5.9,0.36,0.41,1.3,0.047,45.0,104.0,0.9917,3.33,0.51,10.6,6,59.0
402,5.8,0.25,0.24,13.0,0.044,41.0,137.0,0.9972,3.34,0.42,9.5,5,96.0
403,6.2,0.37,0.3,6.6,0.058,57.0,195.0,0.9954,3.29,0.58,9.6,5,138.0
404,6.2,0.18,0.38,1.5,0.03,36.0,117.0,0.993,3.39,0.54,9.7,6,81.0
405,6.0,0.17,0.37,1.5,0.03,43.0,117.0,0.9928,3.39,0.51,9.7,6,74.0
406,6.6,0.34,0.28,1.3,0.035,32.0,90.0,0.9916,3.1,0.42,10.7,6,58.0
407,7.4,0.29,0.29,1.6,0.045,53.0,180.0,0.9936,3.34,0.64,10.5,6,127.0
408,7.4,0.26,0.31,7.6,0.047,52.0,177.0,0.9962,3.13,0.45,8.9,6,125.0
409,7.0,0.28,0.36,1.2,0.035,15.0,86.0,0.99022,3.09,0.46,12.1,6,71.0
410,7.1,0.23,0.39,1.6,0.032,15.0,86.0,0.99022,3.25,0.4,12.7,7,71.0
411,7.8,0.19,0.26,8.9,0.039,42.0,182.0,0.996,3.18,0.46,9.9,6,140.0
412,6.3,0.19,0.28,1.8,0.03,28.0,158.0,0.9907,3.2,0.64,11.4,6,130.0
413,6.8,0.2,0.38,4.7,0.04,27.0,103.0,0.994,3.37,0.58,10.7,6,76.0
414,5.8,0.4,0.22,7.0,0.03,28.0,173.0,0.9913,3.33,0.48,12.5,6,145.0
415,7.2,0.4,0.49,10.8,0.041,57.0,189.0,0.9976,3.08,0.49,8.6,4,132.0
416,6.8,0.23,0.32,1.6,0.03,43.0,147.0,0.9904,3.29,0.54,12.5,6,104.0
417,5.8,0.335,0.34,1.2,0.04,15.0,174.0,0.992,3.27,0.64,10.0,5,159.0
418,7.2,0.28,0.49,13.0,0.045,54.0,195.0,0.9978,3.08,0.49,9.5,6,141.0
419,6.8,0.19,0.49,13.0,0.038,51.0,164.0,0.9975,3.12,0.48,9.6,6,113.0
420,6.4,0.3,0.3,2.25,0.038,15.0,195.0,0.9937,3.2,0.62,9.9,6,180.0
421,6.5,0.3,0.29,2.25,0.037,15.0,195.0,0.9937,3.19,0.62,9.9,5,180.0
422,7.8,0.18,0.31,12.2,0.053,46.0,140.0,0.9978,3.06,0.53,8.9,6,94.0
423,7.3,0.4,0.26,3.3,0.058,15.0,135.0,0.9944,3.01,0.52,8.8,5,120.0
424,6.0,0.24,0.27,1.9,0.048,40.0,170.0,0.9938,3.39,0.54,10.0,7,130.0
425,5.9,0.4,0.28,3.5,0.039,55.0,152.0,0.9907,3.39,0.44,12.0,6,97.0
426,6.7,0.27,0.22,1.3,0.041,57.0,138.0,0.9921,3.21,0.42,10.0,6,81.0
427,7.8,0.34,0.35,1.8,0.042,15.0,167.0,0.9908,3.11,0.41,12.1,6,152.0
428,7.3,0.26,0.36,5.2,0.04,31.0,141.0,0.9931,3.16,0.59,11.0,6,110.0
429,7.4,0.36,0.33,1.4,0.03,27.0,86.0,0.9915,3.21,0.36,11.2,6,59.0
430,7.8,0.28,0.32,9.0,0.036,34.0,115.0,0.9952,3.17,0.39,10.3,7,81.0
431,6.1,0.31,0.26,2.2,0.051,28.0,167.0,0.9926,3.37,0.47,10.4,6,139.0
432,6.8,0.18,0.37,1.6,0.055,47.0,154.0,0.9934,3.08,0.45,9.1,5,107.0
433,7.4,0.17,0.42,1.7,0.045,49.0,154.0,0.992,3.01,0.6,10.4,6,105.0
434,5.9,0.17,0.28,1.9,0.05,20.0,86.0,0.9918,3.39,0.64,10.8,6,66.0
435,7.2,0.34,0.34,12.6,0.048,15.0,86.0,0.9942,3.19,0.4,11.7,5,71.0
436,7.9,0.19,0.26,2.1,0.039,15.0,143.0,0.9942,3.05,0.64,9.8,5,128.0
437,6.9,0.25,0.4,1.3,0.038,22.0,101.0,0.99022,3.03,0.39,11.4,6,79.0
438,5.8,0.36,0.32,1.7,0.033,22.0,96.0,0.99022,3.03,0.38,11.2,6,74.0
439,5.8,0.35,0.37,1.2,0.038,15.0,86.0,0.99022,3.37,0.36,11.4,5,71.0
440,5.9,0.32,0.39,3.3,0.058,24.0,140.0,0.9934,3.09,0.45,9.2,6,116.0
441,7.2,0.31,0.46,5.0,0.04,15.0,86.0,0.9906,3.04,0.53,12.5,4,71.0
442,6.1,0.28,0.22,1.8,0.034,32.0,116.0,0.99022,3.36,0.44,12.6,6,84.0
443,5.8,0.36,0.22,1.6,0.031,24.0,104.0,0.99022,3.39,0.36,12.2,6,80.0
444,5.8,0.19,0.47,4.5,0.03,19.0,112.0,0.9922,3.39,0.45,11.2,6,93.0
445,6.4,0.17,0.35,4.9,0.048,31.0,103.0,0.9947,3.39,0.64,9.7,6,72.0
446,6.4,0.18,0.48,4.0,0.058,57.0,150.0,0.9945,3.06,0.4,9.3,5,93.0
447,7.4,0.25,0.36,13.0,0.058,53.0,178.0,0.9976,3.01,0.48,9.0,6,125.0
448,7.9,0.345,0.49,13.0,0.047,54.0,171.0,0.9978,3.09,0.51,9.1,5,117.0
449,6.1,0.24,0.3,1.5,0.045,22.0,86.0,0.992,3.31,0.54,10.4,5,64.0
450,6.8,0.25,0.24,4.55,0.053,41.0,195.0,0.9955,3.37,0.64,9.5,6,154.0
451,6.7,0.31,0.31,9.9,0.04,15.0,175.0,0.9953,3.39,0.55,11.4,4,160.0
452,7.2,0.4,0.49,10.4,0.05,57.0,192.0,0.9976,3.16,0.42,8.7,5,135.0
453,5.8,0.35,0.35,1.2,0.045,15.0,167.0,0.992,3.34,0.64,9.9,6,152.0
454,6.7,0.24,0.41,8.7,0.036,29.0,148.0,0.9952,3.22,0.62,9.9,6,119.0
455,6.8,0.28,0.22,13.0,0.047,49.0,162.0,0.9978,3.21,0.51,9.0,6,113.0
456,6.4,0.17,0.22,1.4,0.04,41.0,149.0,0.9933,3.39,0.58,10.0,6,108.0
457,6.3,0.26,0.24,7.2,0.039,38.0,172.0,0.9958,3.39,0.64,9.7,6,134.0
458,7.7,0.22,0.42,1.9,0.052,15.0,87.0,0.9922,3.3,0.49,11.8,6,72.0
459,6.5,0.18,0.31,1.7,0.044,30.0,127.0,0.9928,3.39,0.5,10.2,7,97.0
460,7.0,0.3,0.49,13.0,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,7,128.0
461,8.0,0.25,0.34,1.2,0.03,31.0,93.0,0.9916,3.01,0.37,11.3,7,62.0
462,7.8,0.28,0.34,1.6,0.03,32.0,118.0,0.99022,3.01,0.38,12.1,7,86.0
463,8.0,0.35,0.49,12.2,0.046,22.0,160.0,0.9978,3.01,0.64,9.4,5,138.0
464,6.1,0.4,0.24,1.6,0.049,16.0,137.0,0.993,3.32,0.5,10.4,6,121.0
465,5.9,0.21,0.24,12.1,0.044,53.0,165.0,0.9969,3.25,0.39,9.5,5,112.0
466,7.2,0.34,0.44,4.2,0.047,51.0,144.0,0.991,3.01,0.64,12.3,6,93.0
467,6.7,0.21,0.42,9.1,0.049,31.0,150.0,0.9953,3.12,0.64,9.9,7,119.0
468,5.9,0.37,0.22,1.6,0.057,39.0,128.0,0.9924,3.24,0.48,10.1,5,89.0
469,7.7,0.34,0.27,8.8,0.058,39.0,184.0,0.9969,3.09,0.63,9.2,6,145.0
470,7.4,0.3,0.22,1.4,0.046,16.0,135.0,0.9928,3.08,0.64,10.4,7,119.0
471,6.8,0.4,0.3,4.2,0.058,38.0,165.0,0.9945,3.2,0.42,9.1,5,127.0
472,7.8,0.22,0.38,10.3,0.058,28.0,99.0,0.9967,3.12,0.47,10.0,6,71.0
473,7.2,0.35,0.34,12.4,0.051,15.0,86.0,0.9944,3.13,0.39,11.5,6,71.0
474,6.0,0.26,0.49,2.2,0.048,57.0,153.0,0.9928,3.08,0.61,9.8,5,96.0
475,6.1,0.26,0.49,2.2,0.05,57.0,154.0,0.9929,3.08,0.6,9.8,6,97.0
476,6.5,0.28,0.27,5.2,0.04,44.0,179.0,0.9948,3.19,0.64,9.4,6,135.0
477,7.4,0.4,0.49,10.8,0.051,57.0,194.0,0.9976,3.05,0.46,8.7,5,137.0
478,6.5,0.28,0.29,2.7,0.038,26.0,107.0,0.9912,3.32,0.41,11.6,7,81.0
479,6.7,0.34,0.49,13.0,0.047,44.0,181.0,0.9978,3.04,0.56,8.8,5,137.0
480,7.2,0.2,0.34,2.7,0.032,49.0,151.0,0.99022,3.16,0.39,12.7,7,102.0
481,7.4,0.2,0.33,1.9,0.035,39.0,138.0,0.991,3.17,0.44,11.7,7,99.0
482,8.0,0.22,0.3,1.8,0.047,47.0,185.0,0.9933,3.13,0.5,10.2,6,138.0
483,8.0,0.23,0.29,1.8,0.047,47.0,187.0,0.9933,3.13,0.5,10.2,6,140.0
484,7.1,0.22,0.33,2.8,0.033,48.0,153.0,0.99022,3.15,0.38,12.7,7,105.0
485,6.0,0.38,0.26,6.0,0.034,42.0,134.0,0.9912,3.38,0.38,12.3,7,92.0
486,5.8,0.18,0.22,4.2,0.042,25.0,111.0,0.994,3.35,0.39,9.4,5,86.0
487,7.3,0.3,0.22,6.4,0.056,44.0,168.0,0.9947,3.13,0.36,10.1,6,124.0
488,7.4,0.24,0.22,10.7,0.042,26.0,86.0,0.9954,3.01,0.36,9.7,6,60.0
489,6.6,0.25,0.3,1.6,0.046,32.0,134.0,0.993,3.39,0.51,10.1,7,102.0
490,7.4,0.26,0.3,7.9,0.049,38.0,157.0,0.9963,3.13,0.48,8.9,6,119.0
491,6.1,0.32,0.25,1.7,0.034,37.0,136.0,0.992,3.39,0.5,10.8,7,99.0
492,6.9,0.28,0.27,2.1,0.036,42.0,121.0,0.9926,3.39,0.49,10.8,7,79.0
493,7.0,0.23,0.33,5.8,0.04,25.0,136.0,0.995,3.19,0.58,9.5,6,111.0
494,7.1,0.31,0.49,13.0,0.058,15.0,148.0,0.9978,3.01,0.44,9.1,5,133.0
495,7.3,0.2,0.37,1.2,0.037,48.0,119.0,0.992,3.32,0.49,10.9,6,71.0
496,6.9,0.4,0.33,10.1,0.043,28.0,152.0,0.9968,3.2,0.52,9.4,5,124.0
497,6.4,0.4,0.22,1.2,0.03,15.0,131.0,0.9905,3.01,0.36,10.8,5,116.0
498,6.4,0.4,0.22,1.2,0.03,15.0,131.0,0.9904,3.01,0.36,10.8,5,116.0
499,6.3,0.27,0.38,1.2,0.051,15.0,140.0,0.9926,3.39,0.5,10.5,7,125.0
500,7.0,0.29,0.37,4.9,0.034,26.0,127.0,0.9928,3.17,0.44,10.8,6,101.0
501,5.9,0.27,0.29,11.4,0.036,31.0,115.0,0.9949,3.35,0.48,10.5,8,84.0
502,6.9,0.19,0.4,1.4,0.036,15.0,86.0,0.9909,3.08,0.64,11.5,7,71.0
503,6.7,0.3,0.35,1.4,0.058,36.0,160.0,0.9937,3.11,0.54,9.4,6,124.0
504,7.2,0.24,0.4,1.4,0.045,31.0,106.0,0.9914,3.01,0.38,10.8,6,75.0
505,6.3,0.26,0.49,1.5,0.052,34.0,134.0,0.9924,3.01,0.61,9.8,6,100.0
506,7.3,0.25,0.29,7.5,0.049,38.0,158.0,0.9965,3.39,0.38,9.6,5,120.0
507,6.1,0.28,0.25,13.0,0.044,48.0,161.0,0.9978,3.34,0.48,9.5,5,113.0
508,7.4,0.37,0.35,5.7,0.058,15.0,94.0,0.9965,3.39,0.64,10.7,6,79.0
509,6.5,0.36,0.28,3.2,0.037,29.0,119.0,0.9908,3.25,0.64,12.4,8,90.0
510,7.4,0.24,0.4,4.3,0.032,15.0,95.0,0.992,3.09,0.39,11.1,6,80.0
511,7.5,0.23,0.49,11.0,0.047,37.0,133.0,0.9978,3.01,0.38,8.8,5,96.0
512,7.5,0.21,0.49,10.9,0.045,38.0,133.0,0.9978,3.01,0.36,8.7,5,95.0
513,7.8,0.32,0.33,2.4,0.037,18.0,101.0,0.9912,3.21,0.64,11.7,7,83.0
514,7.8,0.26,0.27,1.9,0.051,52.0,195.0,0.9928,3.23,0.5,10.9,6,143.0
515,7.7,0.24,0.27,1.8,0.051,52.0,190.0,0.9928,3.23,0.5,10.8,6,138.0
516,7.4,0.19,0.3,1.4,0.057,33.0,135.0,0.993,3.12,0.5,9.6,6,102.0
517,6.5,0.4,0.41,13.0,0.058,57.0,195.0,0.9978,3.18,0.58,9.0,5,138.0
518,6.5,0.26,0.43,8.9,0.058,50.0,171.0,0.9965,3.01,0.5,9.0,5,121.0
519,5.8,0.32,0.22,6.6,0.043,22.0,141.0,0.9937,3.36,0.6,10.4,6,119.0
520,7.2,0.24,0.34,1.2,0.045,15.0,86.0,0.9913,3.23,0.51,11.4,5,71.0
521,6.0,0.36,0.22,1.4,0.058,27.0,128.0,0.9934,3.26,0.55,9.3,5,101.0
522,6.2,0.24,0.29,13.0,0.039,49.0,130.0,0.9952,3.33,0.46,11.0,8,81.0
523,7.6,0.4,0.22,10.4,0.058,22.0,177.0,0.9978,3.32,0.45,9.1,4,155.0
